,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
49,Montana,0.0,1.3,1.3,2.0,0.0,0.4,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.5,1.5,3.2,0.5,1.0,0.9,0.2,1.5,1.3,0.4,0.2
50,Rice,0.0,1.2,1.3,0.2,0.4,0.7,0.5,1.3,2.6,0.0,0.0,0.3,0.6,1.6,0.3,0.2,1.6,2.4,0.3,0.7,0.8,2.0,0.0,0.0,1.2,1.5
51,TX-San Ant,0.0,1.3,0.3,1.8,0.5,0.9,1.8,0.4,1.2,0.0,0.0,1.6,0.8,0.0,1.9,0.3,0.3,0.4,0.8,0.0,0.2,1.4,1.7,0.0,0.1,0.9
52,Utah,0.0,0.2,0.0,0.3,0.2,0.8,0.0,0.0,1.7,0.0,0.0,0.7,0.6,0.0,0.2,0.5,1.1,0.2,1.1,0.7,0.3,0.4,1.3,0.8,0.6,0.2
53,Samford,0.0,0.7,0.7,2.3,0.3,1.5,2.4,1.5,1.1,0.0,0.0,0.0,0.0,0.6,0.6,1.2,0.3,0.3,1.5,3.4,0.0,2.5,0.7,2.4,0.6,1.5
54,Central Conn,0.0,0.0,0.7,0.8,0.6,0.0,0.8,0.5,1.9,0.0,0.0,0.3,0.9,1.0,1.3,0.8,0.5,0.2,1.1,0.9,1.7,1.4,0.0,0.0,1.1,0.7
55,Miami (FL),0.0,0.2,0.2,1.1,0.6,1.9,2.0,0.8,0.9,0.0,0.0,1.1,0.0,0.6,1.5,0.2,1.6,1.4,0.1,0.2,0.8,0.3,1.5,0.2,0.1,0.3
56,Brown,0.0,0.0,1.5,0.0,0.4,0.8,1.0,0.4,1.1,0.0,0.0,0.3,0.9,0.3,0.0,2.4,0.7,0.4,1.6,0.0,1.7,0.5,0.0,--,0.0,0.3
57,Texas,0.0,0.3,0.0,0.3,1.2,0.0,0.5,1.3,0.5,0.0,0.0,0.4,1.1,0.5,0.8,2.0,0.2,0.7,0.3,0.0,3.1,0.7,0.0,0.8,0.7,0.9
58,WI-Milwkee,0.0,0.5,0.6,3.3,0.4,0.0,0.0,0.7,0.8,0.0,0.0,0.4,0.5,0.6,0.4,1.1,0.9,0.0,2.1,2.0,0.9,0.4,1.8,1.4,0.0,1.1
59,Wofford,0.0,1.1,0.4,0.0,0.6,0.5,1.1,1.3,1.6,0.0,0.0,0.9,0.3,2.1,0.9,0.0,0.2,0.0,1.1,2.4,0.0,0.9,1.1,0.5,0.4,1.5
60,Valparaiso,0.1,0.4,0.5,0.2,0.2,1.0,0.8,0.6,0.5,0.0,0.0,0.6,0.0,1.3,0.5,0.2,1.3,0.6,1.0,0.5,0.0,0.8,1.0,0.9,2.5,2.0
