,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
33,Richmond,-8.0,-1.1,-4.0,-9.2,-1.3,-2.7,-5.0,2.6,5.8,7.6,2.3,-1.8,-6.6,-8.4,-1.8,-3.5,-1.4,-4.9,-2.7,-2.2,3.8,0.6,-8.5,-4.0,-2.6,-1.1
34,Coppin State,-7.9,-0.1,1.3,3.0,10.9,3.6,-0.7,2.3,4.8,8.9,7.0,4.5,8.3,1.0,2.6,8.5,6.1,13.1,9.7,13.5,13.7,11.8,6.1,+6.3,7.8,11.2
35,Montana St,-7.8,-1.6,2.5,-2.4,-2.9,2.5,0.8,1.4,1.5,6.8,2.0,3.7,1.1,3.8,5.7,4.2,4.9,9.4,1.6,0.3,5.2,2.1,2.7,+1.0,-5.3,-3.6
36,Wm & Mary,-7.3,5.3,4.6,3.3,4.9,4.3,5.0,8.6,4.6,0.7,1.9,3.2,-1.2,4.9,10.1,0.6,-0.8,-4.0,-4.3,-0.6,0.0,2.7,-0.6,+7.2,12.0,6.8
37,San Francisco,-6.9,5.3,-5.6,5.0,1.0,-0.7,3.8,-0.1,2.4,2.3,5.9,6.2,5.8,1.3,-2.1,0.4,-1.6,-0.3,2.2,-3.4,0.5,-7.4,-4.7,-2.2,-8.9,-2.4
38,Clemson,-6.8,-6.9,5.6,5.6,1.6,0.5,5.3,-2.4,-5.3,-7.5,-9.2,-10.3,-8.9,-7.2,-3.9,-1.4,-5.1,-0.5,-5.2,-3.2,-7.9,-4.9,-2.4,-3.0,-3.3,-6.8
39,Hawaii,-6.8,7.5,-2.9,0.4,-8.7,-3.0,-3.5,-2.2,-3.2,-5.9,2.9,1.2,5.2,-1.4,2.3,-0.6,-5.1,-3.5,-10.1,1.3,-0.2,-2.3,-0.8,+0.3,-2.5,-4.5
40,Ball State,-6.8,-0.2,-4.7,-2.8,-5.6,2.7,0.8,-1.0,2.9,4.1,6.1,2.3,2.3,-2.7,-1.5,3.6,10.8,5.1,-3.1,-2.1,-0.8,-2.2,-5.8,+0.7,3.4,-2.3
41,Maryland,-6.7,-17.1,-8.5,-12.7,-14.1,-13.0,-5.3,-5.9,-4.0,-11.5,-3.2,-2.7,-10.8,-9.2,2.0,-6.7,-3.3,-5.7,-8.4,-4.5,-5.8,-5.9,-7.3,-2.0,-0.2,-6.2
42,S Mississippi,-6.5,-1.2,-1.3,-6.5,4.4,3.2,4.7,6.3,9.8,-3.2,-2.0,2.3,-2.4,-6.5,-4.2,-7.5,-6.9,10.0,6.9,10.6,5.6,-3.4,9.0,+4.8,13.2,-4.9
43,Illinois,-6.2,1.3,-10.1,-11.9,-9.7,-13.1,-9.8,-15.9,-11.3,-7.1,-2.5,-7.6,-3.9,-5.6,-1.3,-3.1,-2.1,-5.5,2.6,-1.3,-1.0,2.6,-5.4,-11.9,-7.2,-7.2
44,Illinois St,-6.2,-1.0,5.0,-5.4,0.8,5.6,3.7,-0.2,3.9,-1.1,-5.2,-7.6,-5.1,2.7,-3.7,-5.9,0.7,-5.1,-0.8,-7.6,2.6,2.3,4.7,+5.8,1.5,4.0
45,Akron,-6.2,-4.0,-2.1,4.8,5.2,-0.6,0.4,-5.4,-4.9,-12.8,-7.0,-5.4,-4.3,-3.2,-5.6,-7.9,-1.6,-4.1,-6.8,-4.8,4.9,-3.8,-7.6,-3.8,-4.8,-5.8
46,Rhode Island,-6.1,-3.9,14.3,10.7,9.2,-0.2,-4.4,6.2,1.6,0.8,-6.1,-6.7,-5.8,-1.4,6.9,5.6,0.4,-6.4,-4.6,-8.3,-7.2,-1.6,-4.5,-0.4,-1.7,4.6
47,Oklahoma,-6.0,-8.3,-12.6,-10.1,-13.3,-10.3,-4.3,-11.9,-5.1,-7.0,-4.1,-11.2,1.5,2.7,-0.6,-4.3,-5.9,-8.7,-8.6,1.2,-3.3,-3.1,-2.8,-4.7,-4.0,-0.1
48,Kansas St,-6.0,-4.8,7.3,4.4,2.2,-3.5,-3.9,-2.3,-4.4,-5.4,-9.1,-8.1,-9.9,-6.2,-6.9,-7.0,-3.7,0.8,-2.5,-4.3,-4.1,-6.2,0.8,+8.3,-1.5,-6.3
49,Valparaiso,-5.9,-7.7,-1.1,-6.7,-10.6,-5.0,0.1,2.8,-2.7,-0.1,-1.1,6.7,3.2,-2.5,-0.6,-8.3,-0.5,-8.3,-10.7,-5.5,0.3,2.4,-0.3,+5.3,2.4,6.0
50,Oral Roberts,-5.9,-3.4,1.9,7.5,-6.3,-5.9,-1.7,-8.8,-5.8,-5.6,-6.6,-3.7,-3.0,-2.0,-6.7,-2.8,-1.5,1.8,3.3,6.8,7.7,7.4,-3.7,-1.8,-3.6,-11.4
51,Youngs St,-5.7,-2.1,4.5,-0.5,12.7,8.0,7.0,13.7,5.3,4.3,7.5,5.1,6.1,7.3,0.1,1.3,1.0,5.9,10.0,7.2,11.1,5.7,0.8,+1.6,-0.8,-7.5
52,Charlotte,-5.5,-3.4,-2.4,-6.9,-4.9,1.4,-7.5,-5.7,-2.8,1.7,-2.2,1.7,-2.3,4.4,1.9,0.1,0.2,-1.4,1.4,4.3,10.4,7.4,-1.6,+3.3,1.2,-4.4
53,Middle Tenn,-5.4,3.4,0.0,10.3,2.7,-0.1,-1.0,-3.7,0.3,1.9,2.5,-2.3,-3.0,-1.7,-8.8,-12.7,-5.5,-0.6,-3.4,-10.3,-7.5,7.5,9.3,+10.0,-5.7,-0.9
54,Marquette,-5.3,-0.2,0.1,-0.2,-12.4,-10.3,-2.4,-1.9,-4.2,-6.8,-11.1,-8.8,-8.4,-6.4,-9.4,-5.5,-3.5,1.9,-2.1,-6.7,-2.8,-7.8,-6.1,+0.1,-2.4,-9.1
55,Santa Clara,-5.3,3.3,-0.2,-0.1,4.9,4.5,1.8,-0.4,2.9,-4.8,-0.2,0.1,6.8,-1.8,7.8,-4.9,2.1,4.5,6.5,-0.7,7.6,2.8,-1.3,+2.2,-5.4,-3.5
56,Tennessee,-5.2,-7.6,-10.8,-5.2,-0.3,-2.0,-0.2,-0.1,-7.0,-5.8,-10.6,-5.9,-8.3,-2.4,-2.9,-3.0,-9.5,0.9,0.1,-1.1,-8.1,-11.4,-2.9,-8.4,-10.5,-12.9
57,S Methodist,-5.2,0.7,-6.3,-3.9,-1.3,0.0,4.1,-1.5,-1.7,1.2,9.1,5.2,-0.8,-1.4,2.6,-0.7,-8.8,-9.4,-13.9,-14.3,-5.4,-1.7,-4.5,-6.5,-6.7,5.3
58,Utah State,-5.2,-2.4,-6.9,-11.5,-7.3,-5.6,-10.5,-14.6,-6.5,-3.0,-5.3,-10.1,-12.5,-12.7,-3.9,-4.5,-1.7,-2.6,-0.6,-0.4,0.3,-11.1,-9.6,-9.7,-5.9,-7.4
59,Geo Wshgtn,-5.2,-5.5,0.9,-1.5,5.7,0.5,-4.9,-9.6,-11.1,-5.6,4.8,2.4,-2.2,0.5,4.8,-0.7,-6.2,-5.3,-7.2,-0.3,2.8,7.8,4.9,+4.2,4.5,1.3
60,Creighton,-5.1,-7.4,-6.6,-9.4,-7.0,-14.3,-6.6,-6.3,-5.2,-6.3,-4.6,-7.8,-1.5,-3.5,-9.5,-11.3,-10.9,-0.4,-7.3,-8.3,-8.3,-3.4,-7.6,-7.7,-2.8,-8.0
61,Temple,-5.0,-8.1,-13.7,-6.4,-3.0,-0.5,-0.4,-2.4,-3.0,-1.0,-3.6,-5.1,-8.2,-8.1,-5.5,-4.3,4.2,-4.7,-1.1,0.3,0.5,-3.2,-0.4,+3.0,-0.3,0.6
62,Navy,-4.9,-7.0,-10.5,-4.0,3.4,6.3,16.6,5.2,6.0,3.5,-2.7,-2.3,4.1,5.1,9.9,6.9,6.5,4.3,-2.1,0.2,-0.3,6.1,1.6,-4.5,-3.4,-3.3
63,Dayton,-4.8,0.2,-6.5,-3.6,-9.3,-5.8,-3.5,-3.1,-1.0,-0.8,-3.9,-5.4,-7.9,-1.7,-4.2,-5.1,-5.2,-6.9,-6.6,-8.7,1.1,-6.8,-15.5,-2.0,-8.0,-7.6
64,U Mass,-4.7,-0.4,-2.8,0.2,1.6,5.5,4.9,1.4,-1.1,-8.5,-5.8,2.9,5.2,2.7,-4.5,-1.3,-4.6,1.1,2.3,0.0,2.8,2.8,2.7,-3.7,2.4,1.6
65,Vanderbilt,-4.7,-0.6,-5.1,0.1,0.9,3.2,-8.1,-6.2,-3.1,-5.0,-5.4,-4.9,-7.4,-8.2,-7.7,-0.2,1.0,-5.7,-8.5,-3.0,1.6,4.2,3.3,+0.6,-2.9,-0.4
66,LIU-Brooklyn,-4.7,4.9,8.2,5.8,15.5,5.9,6.3,4.4,4.2,6.0,-0.7,-2.0,2.0,-8.0,-3.7,-2.6,8.1,3.8,0.8,-0.7,0.4,-0.1,,,,
67,Colorado St,-4.6,-5.3,-4.8,-3.2,1.2,-1.0,2.9,1.2,-0.8,-0.8,10.0,5.0,1.6,-2.2,-2.1,-7.8,-1.1,-7.4,-0.8,-3.9,7.6,1.5,-2.7,-7.0,-6.7,0.2
68,S Car State,-4.6,2.7,1.0,-0.3,4.2,-1.1,-3.3,-5.9,3.6,2.3,6.1,0.4,0.6,8.1,14.7,13.1,11.3,9.9,1.8,11.8,11.4,8.6,6.7,+17.3,4.6,12.6
69,Rider,-4.6,-1.0,-0.1,-0.4,-4.4,1.6,0.7,-2.4,6.1,3.7,-6.2,-1.0,2.0,-4.3,3.0,-0.4,2.6,-1.5,1.4,0.1,-3.6,-1.5,-2.4,+6.5,2.3,-1.4
70,Southern,-4.6,-6.9,-0.1,2.1,9.4,4.4,0.5,2.1,-0.7,7.7,4.9,6.9,12.7,16.1,4.8,-7.7,-3.7,1.7,-1.7,2.8,5.0,9.4,-0.1,+0.4,-1.7,2.1
71,St Johns,-4.5,-13.6,-7.3,-0.8,-1.5,-2.4,8.9,2.4,0.4,0.9,4.4,1.6,-1.6,-3.1,4.3,1.4,-5.1,-2.8,9.8,1.9,0.4,-2.4,-3.0,-2.2,-5.4,-2.2
72,WI-Grn Bay,-4.5,-5.0,0.5,4.7,2.5,4.0,0.2,1.9,3.5,-1.0,1.0,-5.9,-0.7,2.4,3.4,-1.9,-7.1,-6.1,-1.8,-0.1,4.4,1.9,2.0,+4.9,8.4,17.2
73,Miami (FL),-4.5,-7.6,-6.4,-2.6,-7.5,-1.1,-2.1,-1.8,-2.8,1.7,-5.8,-5.4,-6.4,-4.1,-4.6,-9.1,-2.0,-4.9,-7.8,-4.9,-5.9,-0.7,2.0,+4.5,-3.6,-7.1
74,Toledo,-4.3,-5.7,-2.1,-5.5,1.8,0.3,-1.3,-1.6,-5.3,-0.9,7.1,9.5,13.6,13.9,-0.3,-0.6,-4.8,-4.2,-5.3,-2.1,-4.4,-7.5,-2.7,-8.5,-9.5,-8.3
75,Arkansas St,-4.3,-3.9,3.9,1.0,-3.8,-1.3,-2.8,-0.7,4.0,1.0,6.0,1.1,-0.4,0.1,2.7,-5.1,-2.7,6.3,5.1,-3.0,6.6,5.9,2.2,+2.1,-0.2,4.8
76,GA Tech,-4.1,4.9,0.8,-2.7,0.2,-4.3,-9.9,-7.4,0.3,-9.2,-1.6,0.3,-5.9,-0.7,2.4,-1.9,0.1,1.3,-2.6,0.4,2.2,1.2,-1.3,-4.9,3.8,2.8
77,Vermont,-4.1,2.2,1.5,4.4,-7.1,-3.5,-3.6,-9.8,0.3,-5.2,-2.2,-9.4,-5.4,-5.5,-6.2,-4.3,-9.1,-6.7,-3.2,-9.9,-8.1,-9.1,-10.9,-9.6,-13.5,-4.8
78,Penn State,-4.1,-2.6,-1.3,-1.9,9.0,9.8,8.6,9.2,0.6,2.5,1.5,-4.4,-0.3,-0.5,4.0,6.6,-0.6,-0.7,3.8,1.0,-8.1,-1.0,-6.9,+0.4,0.4,-4.0
79,E Michigan,-4.0,10.0,0.4,10.6,14.0,3.1,2.8,3.1,6.5,5.3,1.4,9.9,-0.1,6.0,6.2,5.0,-1.1,-2.1,1.4,0.3,-2.6,4.0,4.1,+13.0,7.8,9.2
