,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
72,Miami (FL),0.643,0.767,0.677,0.552,0.75,0.393,0.448,0.552,0.529,0.375,0.667,0.581,0.594,0.583,0.606,0.806,0.515,0.658,0.771,0.636,0.688,0.438,0.484,0.370,0.703,0.784
73,Santa Clara,0.643,0.483,0.6,0.613,0.444,0.444,0.484,0.467,0.407,0.667,0.448,0.452,0.3,0.611,0.214,0.657,0.387,0.4,0.333,0.5,0.345,0.5,0.581,0.579,0.636,0.688
74,NC-Asheville,0.64,0.357,0.345,0.5,0.44,0.452,0.259,0.346,0.308,0.296,0.655,0.429,0.429,0.548,0.677,0.448,0.483,0.429,0.625,0.677,0.594,0.071,0.448,0.500,0.483,0.758
75,Middle Tenn,0.64,0.357,0.5,0.154,0.444,0.5,0.556,0.586,0.556,0.452,0.516,0.533,0.548,0.484,0.788,0.824,0.71,0.514,0.697,0.857,0.75,0.3,0.179,0.182,0.686,0.548
76,UAB,0.636,0.625,0.5,0.548,0.433,0.606,0.688,0.667,0.767,0.484,0.677,0.647,0.735,0.71,0.484,0.469,0.552,0.543,0.781,0.5,0.581,0.546,0.567,0.741,0.758,0.737
77,Dayton,0.636,0.393,0.71,0.618,0.656,0.8,0.727,0.621,0.433,0.613,0.677,0.771,0.676,0.611,0.606,0.548,0.703,0.75,0.758,0.742,0.452,0.636,0.936,0.583,0.686,0.647
78,Iowa,0.633,0.667,0.467,0.657,0.543,0.548,0.552,0.636,0.735,0.548,0.406,0.469,0.313,0.355,0.514,0.658,0.606,0.647,0.667,0.559,0.424,0.657,0.645,0.710,0.722,0.576
79,San Francisco,0.633,0.379,0.667,0.333,0.444,0.5,0.533,0.548,0.393,0.4,0.3,0.321,0.357,0.531,0.563,0.448,0.613,0.419,0.483,0.594,0.553,0.667,0.636,0.440,0.697,0.576
80,Boston U,0.633,0.333,0.214,0.462,0.688,0.645,0.793,0.69,0.429,0.4,0.452,0.567,0.6,0.6,0.5,0.567,0.686,0.414,0.546,0.548,0.467,0.438,0.606,0.389,0.618,0.452
81,S Methodist,0.63,0.5,0.69,0.571,0.517,0.567,0.4,0.482,0.429,0.414,0.286,0.276,0.414,0.531,0.367,0.452,0.73,0.788,0.833,0.857,0.515,0.469,0.633,0.647,0.727,0.313
