,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
79,N Mex State,2.6,1.1,4.0,1.9,2.5,0.8,-4.1,-3.4,-1.1,2.9,4.4,2.8,-1.1,-2.3,2.1,4.5,5.4,4.0,3.6,4.9,5.2,8.0,6.2,+3.3,1.3,-2.7
80,St Fran (PA),2.5,-2.0,-3.2,-3.7,-3.9,-2.4,-2.8,-3.8,-5.7,-2.1,-6.4,-6.1,-4.3,-6.3,-5.8,-7.9,-3.0,2.6,-1.0,1.2,0.2,0.5,2.0,-2.8,-3.7,0.0
81,Nevada,2.3,-5.2,-3.3,-1.9,-0.7,1.0,6.3,3.4,4.5,5.0,3.7,2.1,3.7,-0.1,3.4,-3.1,-2.3,-5.7,-1.2,3.1,4.0,5.1,5.2,0.0,-2.7,0.1
82,S Carolina,2.3,-4.7,-0.3,0.3,4.1,-0.6,3.1,2.0,3.5,-2.2,0.6,3.8,-1.1,-3.2,-3.4,-0.7,-1.3,2.3,2.8,2.9,-0.2,0.5,1.7,-5.8,-1.9,-6.2
83,Bradley,2.3,-0.8,1.0,1.2,-4.5,1.5,-1.7,-0.9,3.5,3.4,1.9,0.9,0.9,-3.1,-5.1,-0.5,-1.4,-3.0,-8.9,-5.2,1.3,-0.7,2.6,0.0,1.4,3.8
84,Miss State,2.2,0.8,0.7,3.2,2.8,7.5,4.9,1.3,-2.9,4.9,3.4,1.2,5.1,0.8,4.3,-5.6,-1.9,-1.2,0.1,-1.0,2.8,2.1,1.7,+1.6,0.9,2.5
85,Wyoming,2.2,3.1,0.6,1.1,0.9,2.0,2.2,-1.4,-0.9,-2.8,-1.0,-0.9,-4.2,-3.5,4.8,-2.5,2.0,0.9,-2.0,2.6,-0.6,-6.6,-4.8,+1.6,2.0,-2.0
86,Akron,2.2,1.8,2.4,-2.9,-2.0,-0.4,0.5,4.4,2.4,6.6,5.3,2.3,4.3,1.0,0.6,1.9,2.4,3.9,4.8,2.5,0.1,1.6,4.1,-0.2,2.7,3.5
87,Georgia St,2.2,0.5,1.6,4.1,3.1,-0.2,5.4,-0.5,-1.4,-4.6,-0.3,-2.3,-1.8,-0.5,4.6,-1.0,3.8,6.0,2.1,2.7,4.0,1.5,2.7,+3.1,1.1,-4.0
88,Illinois St,2.1,1.1,-3.6,0.8,-0.9,-1.8,-1.6,-0.1,-1.4,0.2,3.6,4.7,0.5,-0.4,0.3,4.3,-0.2,3.8,-1.1,6.9,-2.1,-3.3,-1.4,-4.9,-3.1,-4.0
89,Tulsa,2.1,4.3,11.2,4.6,6.2,4.5,-1.1,-0.8,-3.3,2.9,1.0,1.6,1.1,2.2,1.6,-4.0,3.9,1.7,1.2,-2.5,1.5,-0.2,2.1,-4.5,-2.0,-5.9
90,UCLA,2.1,5.3,0.7,3.7,1.2,-1.8,-3.1,1.0,3.5,3.9,7.0,8.3,-1.5,2.4,3.8,3.0,5.2,1.4,0.5,6.4,1.0,0.6,0.8,+2.3,7.4,8.1
91,Butler,2.0,1.9,7.3,5.0,5.5,4.9,1.9,2.7,4.5,6.6,5.1,3.1,3.8,5.8,-0.6,3.3,-0.7,3.8,6.5,3.3,3.5,1.6,3.8,-5.8,-2.1,-1.9
92,U Penn,1.9,6.1,5.9,-0.3,6.4,5.8,6.6,3.1,5.0,2.9,-5.7,-3.5,-8.0,-2.3,-0.7,-2.6,-3.9,-3.5,-5.4,1.1,5.3,3.2,1.8,--,-2.0,3.1
93,St Johns,1.9,8.4,5.2,1.5,-0.9,2.3,-5.3,-2.0,2.6,-0.5,-2.4,-0.6,1.6,1.4,-3.1,-0.2,0.9,3.5,-7.7,-3.7,-1.7,2.6,3.0,+1.1,3.5,1.2
94,F Dickinson,1.9,-3.9,0.2,-2.6,-4.1,0.2,0.5,-0.1,1.6,-2.6,-1.9,-7.6,-5.0,-4.0,-7.5,-7.8,-5.4,-6.4,-2.1,-2.4,-2.3,1.0,-3.0,+0.2,-5.1,0.1
95,Boston U,1.8,-0.8,-3.5,-2.5,0.4,3.1,2.4,5.2,-1.0,0.8,-1.5,2.2,2.3,-0.3,-0.7,2.1,4.9,0.2,0.2,1.1,-0.3,-0.3,1.5,-3.0,2.1,-3.4
96,Davidson,1.7,5.1,0.1,-1.2,0.9,0.7,-0.3,3.2,4.8,4.2,6.9,6.9,-2.1,0.6,6.8,9.5,4.8,6.5,-0.3,3.5,4.1,1.6,3.5,+2.5,4.0,-0.2
97,Fresno St,1.7,5.2,3.3,5.1,3.0,3.3,1.1,-0.1,0.7,3.5,-1.7,-1.3,-0.5,-2.4,-3.0,-1.2,2.4,-2.3,0.5,2.7,3.9,3.9,-0.8,-0.3,5.4,-1.8
98,Vanderbilt,1.7,0.4,3.1,-1.6,-0.8,-1.4,4.3,4.1,1.8,4.2,2.9,2.4,3.0,4.1,5.3,-0.6,0.2,2.3,7.2,2.9,-1.5,-2.2,-0.4,-2.2,1.2,1.3
99,Memphis,1.7,-1.5,1.2,3.1,5.2,5.4,3.2,4.2,7.9,10.8,11.3,8.4,6.0,3.2,5.1,7.1,4.0,4.5,3.0,0.5,-0.3,2.1,4.7,+6.3,5.2,6.1
100,Lafayette,1.7,1.8,4.4,0.4,-0.9,-3.9,-2.0,-5.3,-4.8,-5.6,0.7,-4.2,1.9,-1.1,-2.0,-1.3,-3.0,-1.9,-3.4,-6.2,-2.4,-4.3,0.6,+1.4,-2.1,-0.9
101,Florida,1.6,4.3,5.9,6.7,9.8,5.8,3.8,7.9,5.9,7.8,6.2,6.9,2.9,4.0,6.8,9.4,5.9,4.5,2.6,8.0,6.1,2.8,2.7,+2.7,2.1,-0.6
