,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
91,Lehigh,8.1,6.2,7.2,7.9,7.3,7.1,7.1,6.6,6.4,5.7,5.7,6.0,6.2,7.6,7.7,6.9,5.0,5.4,6.4,6.8,6.0,5.5,5.3,6.0,4.4,5.8
92,Weber State,8.1,9.2,6.5,6.3,6.4,6.4,4.6,4.4,6.0,6.6,5.4,5.9,6.4,5.2,5.5,5.1,3.9,5.0,4.8,4.9,4.8,5.4,4.9,6.3,7.4,6.0
93,Oral Roberts,8.1,7.4,6.4,4.7,6.1,5.3,6.3,7.4,6.6,6.2,6.2,7.0,6.2,5.6,6.5,6.1,5.2,5.2,5.0,5.1,5.2,4.5,6.4,6.5,4.7,6.6
94,Maine,8.1,10.7,8.4,7.6,6.2,7.3,6.5,7.4,5.7,7.5,6.4,7.1,6.9,5.4,6.0,6.7,7.4,6.0,8.3,5.1,6.2,7.1,6.7,5.7,6.6,9.1
95,Missouri,8.1,8.9,8.8,7.8,7.3,5.5,5.6,6.2,6.0,10.1,8.1,9.9,10.9,9.6,8.2,6.7,5.0,5.5,5.5,6.3,5.1,4.7,6.7,6.7,6.4,10.2
96,Chicago St,8.0,7.4,6.7,6.0,6.2,7.2,6.8,8.0,8.0,8.2,7.6,9.6,7.0,6.0,7.1,9.3,8.4,7.7,6.6,6.2,6.7,5.8,4.6,5.4,5.5,5.2
97,Geo Mason,8.0,10.1,7.8,8.3,7.3,7.6,8.5,7.9,7.1,5.9,5.6,5.9,6.6,6.6,6.8,7.5,5.3,5.9,2.9,4.9,6.1,6.2,6.1,7.3,5.1,4.6
98,Yale,8.0,5.7,5.7,6.8,7.2,7.5,6.9,6.5,7.0,7.1,8.1,6.6,6.8,4.6,5.1,6.2,6.1,5.7,5.5,5.4,6.5,5.7,6.2,--,6.0,6.1
99,Fairfield,8.0,10.4,8.5,8.0,8.2,7.6,7.1,7.5,6.9,7.0,6.6,6.4,7.4,8.2,8.4,7.4,4.4,5.0,6.5,5.4,6.4,6.5,5.1,4.6,5.3,5.4
100,Clemson,8.0,6.5,4.9,6.0,7.2,7.2,6.8,10.0,11.0,9.5,9.8,9.3,9.4,8.0,7.5,6.7,4.7,5.4,5.8,7.1,5.7,6.6,6.8,6.1,5.9,5.1
101,Mississippi,8.0,9.3,7.2,8.0,7.2,6.5,7.0,7.7,7.1,7.2,6.9,5.2,7.4,5.3,6.6,8.3,7.5,6.6,7.6,6.8,6.3,7.1,7.2,7.5,7.1,7.1
102,Delaware,8.0,7.8,8.3,7.3,7.1,8.0,8.5,6.2,7.6,5.5,6.7,5.6,5.0,3.7,4.7,5.4,5.9,4.3,3.6,5.4,4.7,4.5,5.3,4.6,6.5,6.8
103,CS Fullerton,8.0,6.7,6.0,5.2,5.6,6.0,6.6,6.4,7.0,6.6,8.8,6.6,5.4,5.2,5.3,7.8,4.7,5.0,4.9,7.0,6.3,5.8,5.1,6.7,6.9,6.3
104,TX-San Ant,8.0,8.0,8.7,6.4,6.4,5.0,6.9,7.4,8.0,6.9,8.1,8.4,6.4,6.7,8.0,6.2,5.9,6.9,6.2,5.3,6.1,6.4,5.8,5.6,5.4,4.2
105,Grambling St,7.9,7.7,9.1,8.7,6.1,5.5,6.7,6.1,6.8,5.9,4.4,5.0,7.2,6.5,4.8,4.4,5.7,5.3,6.3,8.5,7.7,5.5,6.6,8.2,6.3,7.0
106,Montana,7.9,5.5,5.6,5.8,5.3,5.9,6.1,5.9,7.0,5.7,4.5,4.3,6.3,6.5,7.1,5.7,4.8,6.3,5.1,5.7,7.7,6.5,6.3,4.7,5.3,4.7
107,Mt St Marys,7.9,8.2,6.5,8.2,7.1,8.3,6.9,6.2,7.5,7.7,7.2,6.8,7.6,5.8,6.1,8.4,7.0,6.7,7.5,6.2,6.8,4.4,4.7,4.3,5.8,5.4
108,Troy,7.8,7.8,5.1,8.0,9.3,9.4,11.2,10.1,7.5,7.8,8.1,7.5,6.7,6.6,6.3,5.4,5.6,6.6,5.8,5.7,5.0,5.5,5.4,5.8,7.3,8.0
109,Monmouth,7.8,9.9,7.8,9.0,8.5,7.9,7.6,7.9,7.5,6.5,6.5,5.6,7.3,6.8,7.9,8.8,6.9,7.0,8.2,6.9,6.4,6.8,8.0,8.3,6.3,8.4
110,NW State,7.8,9.9,10.2,8.2,9.1,7.9,7.5,8.2,8.8,9.9,8.5,8.4,7.5,8.7,8.4,9.1,8.1,7.0,6.3,6.5,6.0,6.0,5.7,6.9,6.0,8.1
