,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
81,AR Lit Rock,0.375,0.429,1.000,0.714,0.571,0.333,0.600,0.333,0.556,0.4,0.222,0.1,0.8,0.417,0.364,0.500,0.385,0.75,0.25,0.4,0.875,0.714,0.273,0.636,0.2,0.615
82,S Alabama,0.4,0.625,0.357,0.143,0.75,0.250,0.600,0.8,0.286,0.4,0.500,0.429,0.25,0.4,0.222,0.308,0.75,0.222,0.167,0.5,0.6,0.857,0.455,0.300,0.546,0.8
83,NC A&T,0.4,0.5,0.429,0.615,0.5,1.000,0.800,0.7,0.6,0.5,0.300,0.5,0.778,0.5,0.444,0.417,0.5,0.5,0.571,0.833,0.4,0.2,0.600,0.333,0.625,0.4
84,Howard,0.4,0.8,1.000,0.385,0.714,0.600,0.750,0.6,0.889,0.462,0.800,0.6,0.556,0.2,0.444,0.750,0.667,0.556,0.546,0.5,0.625,0.273,0.667,0.000,0.727,0.111
85,Missouri,0.4,0.4,0.636,0.417,0.546,0.375,0.500,0.429,0.444,0.857,0.778,0.333,0.5,0.333,0.286,0.667,0.364,0.625,0.8,0.692,0.546,0.5,0.571,0.222,0.714,0.0
86,Penn State,0.4,0.667,0.375,0.3,0.8,0.600,0.333,0.75,0.5,0.6,0.333,0.214,0.75,0.333,0.5,0.571,0.615,0.4,0.286,0.714,0.4,0.8,0.167,0.546,0.583,0.429
87,Youngs St,0.4,0.6,0.300,0.4,0.667,0.556,0.600,0.75,0.75,0.125,0.429,0.5,0.857,0.571,0.5,0.556,0.615,0.25,0.571,0.308,0.5,0.333,0.333,0.625,0.5,0.5
88,Minnesota,0.4,0.714,0.571,0.222,0.625,0.250,0.500,0.286,0.571,0.571,0.500,0.286,0.583,0.455,0.455,0.500,0.5,0.7,0.7,0.375,0.5,0.364,0.875,0.429,0.429,0.455
89,Indiana St,0.4,0.5,0.111,0.444,0.778,0.600,0.750,0.571,0.444,0.286,0.333,0.444,0.333,0.25,0.4,0.385,0.273,0.375,0.75,0.615,0.643,0.167,0.500,0.333,0.333,0.571
90,Colorado St,0.4,0.7,0.286,0.875,0.615,0.444,0.000,0.714,0.667,0.5,0.625,0.714,0.4,0.429,0.333,0.333,0.6,0.111,0.5,0.4,0.625,0.857,0.400,0.250,0.143,0.444
